begintrip_at,begintrip_lat,begintrip_lng,dropoff_lat,dropoff_lng,uid
2015-02-14_13:08:19,36.164,-86.6973,36.1717,-86.6865,992
2015-02-07_03:50:20,36.1554,-86.7204,36.1768,-86.7683,912
2015-02-12_15:12:11,36.1681,-86.6706,36.17,-86.6902,a8c
2015-02-27_18:02:27,36.1757,-86.6982,36.1694,-86.6996,4c8
2015-02-12_06:05:04,36.1761,-86.6773,36.1694,-86.7479,c48
2015-02-14_07:30:08,36.1552,-86.7237,36.1535,-86.7349,7fe
2015-02-19_03:30:45,36.1508,-86.7206,36.1624,-86.7366,e2c
2015-02-13_23:14:51,36.1674,-86.7521,36.1725,-86.7737,d26
2015-02-04_22:01:07,36.1815,-86.7209,36.1684,-86.7521,dfc
2015-02-24_01:20:03,36.1825,-86.6782,36.1598,-86.6665,b32
2015-02-03_23:16:09,36.167,-86.6991,36.1633,-86.7508,13a
2015-02-22_07:38:37,36.155,-86.7281,36.1798,-86.6794,650
2015-02-02_03:02:21,36.1666,-86.6578,36.1606,-86.6712,ca0
2015-02-26_15:00:10,36.179,-86.6768,36.1674,-86.6859,490
2015-02-23_23:55:23,36.1586,-86.6981,36.1668,-86.688,78c
2015-02-27_23:46:47,36.1623,-86.7366,36.156,-86.732,85c
2015-02-01_14:06:43,36.1488,-86.7327,36.1552,-86.7167,7f2
2015-02-27_02:09:03,36.1692,-86.7529,36.1542,-86.7223,fca
2015-02-20_12:13:08,36.1927,-86.7083,36.1671,-86.6985,79e
2015-02-13_23:54:43,36.1552,-86.7127,36.1687,-86.7502,eb8
2015-02-05_01:46:57,36.1705,-86.6727,36.1763,-86.6774,98e
2015-02-21_06:28:51,36.1559,-86.7317,36.1512,-86.7266,c18
2015-02-07_03:08:39,36.1651,-86.7407,36.1725,-86.7737,ae6
2015-02-10_05:31:01,36.1687,-86.7512,36.1678,-86.6831,de2
2015-02-04_23:22:12,36.1677,-86.6834,36.1604,-86.6653,2d0
2015-02-15_04:33:44,36.1791,-86.6689,36.1764,-86.7329,454
2015-02-08_03:16:46,36.1624,-86.7366,36.1543,-86.7287,122
2015-02-11_00:59:59,36.1667,-86.7525,36.1697,-86.7445,3b4
2015-02-21_03:09:09,36.1801,-86.6514,36.156,-86.7299,9a0
2015-02-15_07:00:13,36.1683,-86.7522,36.1585,-86.73,698
2015-02-25_13:25:35,36.1549,-86.7312,36.1716,-86.7408,ec8
2015-02-11_06:52:16,36.172,-86.7632,36.1694,-86.753,998
2015-02-28_18:21:53,36.1732,-86.6804,36.1797,-86.6925,fbe
2015-02-14_14:17:54,36.1783,-86.6572,36.1775,-86.6855,6a2
2015-02-28_02:30:22,36.1687,-86.6989,36.1553,-86.7105,044
2015-02-23_23:31:25,36.173,-86.7533,36.1612,-86.757,f4e
2015-02-21_20:33:10,36.1685,-86.7007,36.1686,-86.7007,760
2015-02-12_05:35:09,36.1655,-86.7012,36.1634,-86.7017,5fc
2015-02-07_02:23:33,36.1601,-86.7548,36.1601,-86.7548,af0
2015-02-07_04:32:14,36.1783,-86.6765,36.1737,-86.6968,c00
2015-02-07_06:05:31,36.1697,-86.7017,36.1558,-86.6612,ef2
2015-02-14_06:57:11,36.156,-86.7326,36.1616,-86.737,0e0
2015-02-09_02:03:00,36.1679,-86.7238,36.1623,-86.7361,2a8
2015-02-21_01:04:14,36.1831,-86.6705,36.1678,-86.6831,282
2015-02-14_06:34:02,36.171,-86.7066,36.1706,-86.7073,dfe
2015-02-16_02:07:34,36.1704,-86.6726,36.1669,-86.6884,1b6
2015-02-06_22:35:12,36.1657,-86.7053,36.1653,-86.7399,ba6
2015-02-10_02:23:12,36.1841,-86.6674,36.1666,-86.6863,a7a
2015-02-12_08:04:18,36.1696,-86.7446,36.188,-86.6899,5f0
2015-02-14_06:21:18,36.1558,-86.737,36.1626,-86.7375,f34
2015-02-07_02:36:23,36.1561,-86.7303,36.1561,-86.7303,71a
2015-02-08_19:56:02,36.1664,-86.7346,36.1747,-86.7347,86a
2015-02-02_11:37:48,36.1514,-86.7283,36.1633,-86.7401,c44
2015-02-25_03:01:48,36.1704,-86.6992,36.1809,-86.6953,4ea
2015-02-01_02:07:38,36.1805,-86.6834,36.176,-86.6773,d8a
2015-02-14_11:51:51,36.1687,-86.7025,36.1698,-86.743,9c8
2015-02-02_01:51:28,36.1696,-86.6825,36.1746,-86.6731,c50
2015-02-18_23:53:03,36.1755,-86.7528,36.1653,-86.7517,e76
2015-02-21_03:38:11,36.1695,-86.7028,36.17,-86.6881,08a
2015-02-07_01:38:38,36.1665,-86.7523,36.1558,-86.7365,992
2015-02-09_03:25:08,36.1638,-86.7425,36.1514,-86.7282,c44
2015-02-23_03:31:27,36.1683,-86.7014,36.171,-86.7089,44c
2015-02-14_00:19:17,36.17,-86.6866,36.161,-86.6652,15c
2015-02-14_07:26:20,36.171,-86.6937,36.1767,-86.6712,56c
2015-02-22_05:34:15,36.1953,-86.7075,36.1891,-86.7002,25e
2015-02-08_17:38:52,36.1777,-86.6709,36.1711,-86.6938,36c
2015-02-07_06:39:41,36.1651,-86.7387,36.1676,-86.7576,0aa
2015-02-26_02:39:30,36.1672,-86.7466,36.1727,-86.7735,b52
2015-02-21_01:16:25,36.179,-86.6796,36.1677,-86.6834,30a
2015-02-01_01:33:53,36.1749,-86.6954,36.1644,-86.6994,72a
2015-02-28_11:44:58,36.1624,-86.7365,36.1702,-86.7419,322
2015-02-08_19:41:17,36.1766,-86.6979,36.176,-86.6775,e2e
2015-02-22_06:06:56,36.1648,-86.697,36.1706,-86.7068,42c
2015-02-27_16:38:49,36.1765,-86.6981,36.185,-86.664,d90
2015-02-22_17:55:54,36.1676,-86.6834,36.176,-86.6966,ec4
2015-02-12_05:15:29,36.1684,-86.7488,36.1684,-86.7488,f9e
2015-02-14_03:57:43,36.1693,-86.7016,36.1591,-86.7044,378
2015-02-08_17:57:23,36.1689,-86.7012,36.1567,-86.6647,20a
2015-02-15_02:58:33,36.1502,-86.7555,36.1719,-86.7584,de8
2015-02-21_08:25:42,36.1622,-86.701,36.1825,-86.7058,940
2015-02-04_05:47:54,36.1931,-86.7038,36.1938,-86.66,86c
2015-02-14_07:37:43,36.1642,-86.6722,36.1779,-86.6928,53a
2015-02-07_22:18:02,36.1625,-86.7372,36.1718,-86.7402,65c
2015-02-18_03:23:12,36.1813,-86.6773,36.1548,-86.7157,916
2015-02-03_02:23:08,36.1675,-86.6855,36.1731,-86.6943,3ac
2015-02-13_15:20:50,36.1675,-86.6632,36.1703,-86.6998,294
2015-02-14_01:41:10,36.1748,-86.6764,36.1778,-86.687,9f8
2015-02-07_00:05:50,36.2019,-86.6737,36.1666,-86.7344,aba
2015-02-11_02:43:41,36.18,-86.6578,36.1588,-86.6656,71e
2015-02-18_05:07:38,36.1604,-86.7555,36.161,-86.7075,ebe
2015-02-13_23:22:40,36.17,-86.6901,36.1734,-86.6794,980
2015-02-09_17:43:38,36.1585,-86.672,36.1536,-86.6767,6b6
2015-02-22_07:29:47,36.1861,-86.6776,36.1993,-86.7682,6d8
2015-02-02_13:57:22,36.1818,-86.6767,36.1674,-86.7558,96e
2015-02-23_06:44:43,36.1669,-86.6882,36.1724,-86.6958,3ce
2015-02-24_04:14:10,36.156,-86.7304,36.1673,-86.7469,07e
2015-02-05_14:15:14,36.1674,-86.7436,36.1718,-86.7588,992
2015-02-15_05:46:57,36.1554,-86.7215,36.1507,-86.7169,a12
2015-02-05_12:28:00,36.1578,-86.701,36.1564,-86.7374,e14
2015-02-12_17:19:03,36.1636,-86.7684,36.156,-86.731,e8c
2015-02-22_03:13:55,36.156,-86.735,36.1556,-86.7216,918
2015-02-06_01:21:40,36.1692,-86.7448,36.1916,-86.6902,496
2015-02-27_02:49:08,36.1676,-86.6836,36.1758,-86.6783,47c
2015-02-05_15:15:18,36.1837,-86.6775,36.1675,-86.6851,5c6
2015-02-23_00:31:35,36.1821,-86.6645,36.1655,-86.7554,fa8
2015-02-22_06:40:33,36.1767,-86.6942,36.1695,-86.7478,c8e
2015-02-23_15:07:36,36.1761,-86.6998,36.1675,-86.6856,5be
2015-02-06_20:38:03,36.1677,-86.7735,36.1979,-86.7061,1a2
2015-02-22_04:44:36,36.1679,-86.7509,36.1765,-86.7577,706
2015-02-24_12:43:48,36.1541,-86.7182,36.1743,-86.7661,55c
2015-02-28_14:37:59,36.1683,-86.7028,36.1622,-86.736,eea
2015-02-17_18:34:39,36.1566,-86.7625,36.1779,-86.6817,232
2015-02-25_23:42:18,36.1683,-86.7461,36.1611,-86.7645,1d2
2015-02-22_02:16:11,36.1752,-86.6961,36.18,-86.669,6be
2015-02-05_17:59:31,36.1705,-86.7478,36.1623,-86.7267,f46
2015-02-08_02:52:17,36.1691,-86.698,36.174,-86.6754,6f0
2015-02-06_02:44:06,36.1573,-86.6985,36.1644,-86.7003,97c
2015-02-08_06:11:48,36.1558,-86.7253,36.1948,-86.7035,e80
2015-02-16_22:46:01,36.1567,-86.6651,36.1726,-86.7735,aa8
2015-02-15_20:42:09,36.1623,-86.6653,36.1762,-86.6768,a6a
2015-02-06_13:03:47,36.1739,-86.7095,36.1657,-86.7438,9e0
2015-02-20_23:33:22,36.1838,-86.7048,36.1844,-86.6679,4be
2015-02-17_13:11:34,36.1767,-86.6813,36.1663,-86.7546,8fe
2015-02-14_20:44:09,36.1657,-86.6597,36.17,-86.6814,c8a
2015-02-08_03:01:49,36.1727,-86.6865,36.1848,-86.7151,666
2015-02-05_17:05:34,36.1683,-86.7523,36.1738,-86.7361,d68
2015-02-20_01:54:38,36.1741,-86.7345,36.1853,-86.6815,aea
2015-02-09_14:43:03,36.1927,-86.7041,36.185,-86.6666,83e
2015-02-19_17:20:50,36.1675,-86.6858,36.1815,-86.6781,c20
2015-02-26_12:45:25,36.1664,-86.7346,36.1639,-86.7414,f38
2015-02-20_02:12:37,36.1699,-86.6901,36.1709,-86.6755,67c
2015-02-06_04:51:44,36.1732,-86.6799,36.1775,-86.6695,fbe
2015-02-21_04:32:16,36.1846,-86.6674,36.1657,-86.7554,f20
2015-02-08_21:49:58,36.2016,-86.7005,36.1871,-86.6976,9ea
2015-02-21_06:32:23,36.1712,-86.7626,36.1725,-86.7735,1cc
2015-02-28_05:19:16,36.1986,-86.7053,36.1538,-86.6861,71a
2015-02-21_19:43:54,36.1763,-86.6759,36.1677,-86.6834,8e4
2015-02-14_02:57:03,36.1728,-86.6923,36.1811,-86.6781,364
2015-02-07_04:41:39,36.1645,-86.6982,36.156,-86.7312,c3e
2015-02-06_15:19:49,36.1847,-86.6918,36.1745,-86.6686,c7e
2015-02-20_19:29:48,36.1562,-86.7363,36.1731,-86.7546,ffc
2015-02-04_19:30:47,36.1809,-86.6798,36.1687,-86.701,a3e
2015-02-21_05:30:52,36.1548,-86.7214,36.1559,-86.7312,8da
2015-02-22_19:15:15,36.1509,-86.7215,36.157,-86.7376,970
2015-02-08_05:23:40,36.1518,-86.7216,36.1559,-86.7364,822
2015-02-16_19:47:54,36.1596,-86.702,36.1551,-86.7108,62a
2015-02-06_05:10:07,36.1559,-86.7327,36.1764,-86.6722,afc
2015-02-22_06:27:02,36.1641,-86.6613,36.1919,-86.6627,9b4
2015-02-19_12:54:43,36.1664,-86.7348,36.1639,-86.7415,f38
2015-02-13_03:07:03,36.186,-86.6741,36.1559,-86.7273,13c
2015-02-03_03:42:26,36.1692,-86.7073,36.1616,-86.7094,63c
2015-02-27_01:58:25,36.1689,-86.7014,36.171,-86.7064,e78
2015-02-16_22:43:10,36.186,-86.6971,36.1746,-86.7661,81c
2015-02-07_18:25:28,36.1803,-86.6856,36.1955,-86.6724,7ba
2015-02-15_05:52:52,36.1761,-86.6775,36.1799,-86.6705,7ca
2015-02-14_22:37:16,36.1739,-86.6952,36.1608,-86.6652,76c
2015-02-01_02:48:24,36.1558,-86.7114,36.1947,-86.7049,958
2015-02-19_05:23:03,36.17,-86.7461,36.188,-86.6887,f7a
2015-02-07_02:51:53,36.1794,-86.6707,36.1761,-86.6773,4b8
2015-02-19_23:11:37,36.155,-86.717,36.1701,-86.6878,246
2015-02-07_06:13:36,36.1649,-86.7386,36.1881,-86.7076,682
2015-02-01_04:49:36,36.1732,-86.6798,36.1623,-86.7014,a76
2015-02-01_03:55:53,36.1589,-86.698,36.1842,-86.6734,712
2015-02-13_19:52:41,36.1848,-86.7454,36.1795,-86.6854,e06
2015-02-08_08:45:30,36.1923,-86.7279,36.1589,-86.7631,06c
2015-02-25_18:37:47,36.1745,-86.674,36.1675,-86.6858,732
2015-02-20_00:22:44,36.1664,-86.735,36.1642,-86.6633,d78
2015-02-14_01:58:15,36.1546,-86.726,36.1935,-86.7064,f12
2015-02-10_16:47:59,36.179,-86.6638,36.17,-86.6869,d84
2015-02-21_21:52:56,36.1565,-86.6643,36.1667,-86.7021,43e
2015-02-16_15:15:28,36.1695,-86.6686,36.1661,-86.6862,9be
2015-02-17_04:46:21,36.1663,-86.6989,36.1755,-86.6981,51c
2015-02-21_22:10:32,36.1603,-86.7626,36.1597,-86.7541,a5a
2015-02-12_04:01:42,36.1627,-86.7015,36.1728,-86.7073,508
2015-02-15_07:50:20,36.1655,-86.7026,36.1786,-86.6767,838
2015-02-18_14:46:33,36.1672,-86.7448,36.1725,-86.7387,aaa
2015-02-21_00:58:50,36.1546,-86.7318,36.1725,-86.7734,a84
2015-02-04_02:58:48,36.1822,-86.6923,36.1645,-86.7514,c86
2015-02-03_12:43:28,36.1694,-86.7529,36.1651,-86.7564,fc0
2015-02-13_22:33:33,36.1645,-86.6979,36.1814,-86.7226,6a2
2015-02-07_13:04:51,36.1551,-86.7312,36.1636,-86.7419,f58
2015-02-15_02:56:25,36.1663,-86.7121,36.1727,-86.7738,c60
2015-02-21_03:22:05,36.1508,-86.7063,36.1495,-86.7408,29c
2015-02-08_05:21:27,36.1682,-86.7504,36.192,-86.7708,eaa
2015-02-28_07:31:05,36.1565,-86.7314,36.1693,-86.7507,fd8
2015-02-02_22:53:13,36.162,-86.7455,36.1543,-86.7563,9f2
2015-02-06_07:19:05,36.1738,-86.7365,36.1676,-86.7018,610
2015-02-05_06:44:42,36.1558,-86.7354,36.1628,-86.7358,d8e
2015-02-28_05:35:11,36.1559,-86.7268,36.154,-86.7376,460
2015-02-15_23:59:57,36.179,-86.6744,36.1683,-86.6816,6d8
2015-02-19_13:06:08,36.167,-86.7569,36.1691,-86.7448,1a0
2015-02-15_03:24:36,36.1886,-86.6893,36.1678,-86.7031,07e
2015-02-11_00:01:15,36.163,-86.7338,36.1579,-86.7247,de8
2015-02-14_17:05:58,36.1737,-86.6869,36.1785,-86.728,ec6
2015-02-13_00:20:52,36.1894,-86.6683,36.1736,-86.7284,718
2015-02-07_23:56:12,36.1624,-86.6649,36.1735,-86.6777,a9a
2015-02-14_06:19:37,36.176,-86.6772,36.1612,-86.7009,0e8
2015-02-08_03:50:48,36.1671,-86.7173,36.1761,-86.6773,81e
2015-02-10_20:40:35,36.1663,-86.7474,36.1876,-86.782,070
2015-02-07_23:11:31,36.1643,-86.6621,36.1707,-86.663,3e4
2015-02-28_07:05:18,36.1575,-86.6977,36.1722,-86.6866,694
2015-02-01_23:21:04,36.1824,-86.6677,36.1761,-86.6774,81e
2015-02-19_13:59:41,36.1496,-86.7511,36.1808,-86.7534,4c8
2015-02-07_04:59:14,36.156,-86.7309,36.1645,-86.7287,6e4
2015-02-08_04:22:10,36.1701,-86.7434,36.1761,-86.6772,4be
2015-02-22_18:44:33,36.1785,-86.6903,36.17,-86.6871,eec
2015-02-23_13:55:39,36.1669,-86.7051,36.1664,-86.7349,c10
2015-02-01_02:05:35,36.1725,-86.6866,36.1664,-86.6723,0c8
2015-02-06_19:17:15,36.1578,-86.6656,36.1681,-86.6825,0a0
2015-02-14_04:52:08,36.1501,-86.7105,36.1559,-86.7311,4da
2015-02-01_03:13:41,36.1616,-86.6972,36.1562,-86.731,928
2015-02-01_18:56:10,36.1508,-86.7128,36.1764,-86.7331,c18
2015-02-26_22:20:41,36.1668,-86.6862,36.178,-86.6631,35e
2015-02-19_15:34:34,36.1543,-86.7155,36.1746,-86.746,ff2
2015-02-14_03:57:54,36.1683,-86.7532,36.182,-86.7648,24a
2015-02-14_00:38:16,36.1578,-86.7603,36.1554,-86.7203,208
2015-02-17_19:00:52,36.1669,-86.6887,36.1725,-86.691,846
2015-02-11_21:38:05,36.1824,-86.6677,36.1583,-86.6619,912
2015-02-21_01:44:41,36.1717,-86.7592,36.1578,-86.7581,7a4
2015-02-01_07:41:05,36.1674,-86.7026,36.1709,-86.7421,b44
2015-02-15_05:38:18,36.1511,-86.7133,36.1668,-86.7468,682
2015-02-14_06:34:48,36.1891,-86.7004,36.1862,-86.6955,f16
2015-02-15_23:21:53,36.1681,-86.7494,36.1718,-86.7424,d06
2015-02-20_17:57:07,36.1774,-86.688,36.1674,-86.6842,ee0
2015-02-22_05:07:30,36.1762,-86.6767,36.1765,-86.7333,67c
2015-02-15_23:41:02,36.1723,-86.7413,36.1606,-86.7559,6f4
2015-02-21_03:51:50,36.1856,-86.7108,36.1559,-86.7315,540
2015-02-22_05:15:27,36.1648,-86.7522,36.1617,-86.7079,16c
2015-02-04_02:15:33,36.1607,-86.7018,36.1734,-86.751,79c
2015-02-25_14:11:01,36.167,-86.7475,36.1543,-86.7093,dc2
2015-02-26_18:55:26,36.17,-86.6901,36.1869,-86.6639,224
2015-02-08_03:41:16,36.165,-86.7407,36.1557,-86.7311,d9e
2015-02-01_07:11:11,36.1557,-86.7303,36.1535,-86.7125,576
2015-02-08_06:25:32,36.1618,-86.6972,36.1705,-86.7067,f56
2015-02-08_06:22:20,36.1764,-86.7332,36.1769,-86.7324,736
2015-02-17_23:09:24,36.1691,-86.7044,36.1778,-86.6869,b2e
2015-02-20_04:50:27,36.1699,-86.6688,36.1681,-86.6822,ac2
2015-02-25_01:45:21,36.1511,-86.7555,36.1693,-86.707,dc2
2015-02-02_23:55:30,36.1707,-86.7242,36.1654,-86.7089,d44
2015-02-15_17:59:38,36.1685,-86.753,36.1636,-86.7006,f48
2015-02-02_13:31:13,36.1655,-86.7513,36.1655,-86.7466,7f8
2015-02-15_03:04:15,36.1504,-86.7555,36.1719,-86.7587,d4c
2015-02-22_03:05:42,36.1562,-86.7189,36.1889,-86.7089,d42
2015-02-13_22:17:39,36.155,-86.7117,36.1672,-86.6859,87a
2015-02-14_17:19:51,36.176,-86.6771,36.1718,-86.7068,c48
2015-02-14_03:34:27,36.1701,-86.687,36.1642,-86.6711,7a2
2015-02-22_04:15:00,36.1694,-86.7448,36.1544,-86.7304,e52
2015-02-08_20:08:39,36.175,-86.7344,36.1674,-86.7576,c5a
2015-02-13_11:54:26,36.1712,-86.7299,36.1896,-86.6976,1dc
2015-02-01_17:45:11,36.1657,-86.7461,36.1826,-86.682,196
2015-02-19_07:31:18,36.1489,-86.7083,36.1534,-86.7313,0ca
2015-02-21_21:34:45,36.1679,-86.7031,36.1657,-86.6976,a38
2015-02-08_06:05:10,36.1882,-86.7073,36.1822,-86.6804,348
2015-02-14_01:51:18,36.1682,-86.7492,36.1943,-86.7059,79a
2015-02-06_02:00:50,36.1633,-86.7016,36.1557,-86.7112,c9e
2015-02-17_22:10:32,36.1745,-86.7352,36.1775,-86.694,0a0
2015-02-18_12:58:14,36.17,-86.7453,36.165,-86.7562,c48
2015-02-22_20:51:01,36.1686,-86.7503,36.1557,-86.7274,660
2015-02-08_05:39:25,36.172,-86.7584,36.1566,-86.731,638
2015-02-22_19:23:37,36.1724,-86.6958,36.1601,-86.755,bda
2015-02-01_03:49:12,36.1844,-86.6732,36.1573,-86.7236,a1a
2015-02-15_04:50:20,36.1709,-86.6766,36.1706,-86.687,de6
2015-02-22_06:44:20,36.1602,-86.7068,36.1644,-86.7518,49c
2015-02-01_18:31:29,36.1861,-86.6876,36.1952,-86.7051,3ac
2015-02-04_23:05:52,36.1701,-86.7004,36.1541,-86.7078,a40
2015-02-22_05:33:58,36.1748,-86.7346,36.1624,-86.7331,3e6
2015-02-14_01:15:53,36.1487,-86.721,36.156,-86.7311,d74
2015-02-28_05:54:06,36.1817,-86.6767,36.1761,-86.6771,86c
2015-02-27_02:44:31,36.1812,-86.6779,36.1581,-86.6615,e8e
2015-02-15_05:31:20,36.1678,-86.683,36.171,-86.7416,4d8
2015-02-19_22:55:56,36.17,-86.6869,36.1764,-86.6759,30a
2015-02-23_05:51:26,36.1489,-86.7523,36.1481,-86.7454,1ae
2015-02-22_03:19:10,36.1719,-86.7464,36.1525,-86.714,6fe
2015-02-06_03:02:13,36.1693,-86.7018,36.1796,-86.6792,778
2015-02-28_03:46:55,36.1801,-86.6617,36.1801,-86.6618,864
2015-02-01_23:40:58,36.1735,-86.7502,36.1825,-86.6735,352
2015-02-14_20:00:27,36.188,-86.7133,36.1551,-86.7117,bf8
2015-02-12_00:56:18,36.1822,-86.6688,36.1639,-86.6612,4fa
2015-02-08_00:45:35,36.1736,-86.6903,36.17,-86.6869,ad0
2015-02-06_13:55:17,36.1737,-86.6777,36.17,-86.6902,332
2015-02-15_04:18:29,36.162,-86.7111,36.1786,-86.6971,350
2015-02-10_20:22:51,36.1717,-86.7465,36.1641,-86.7027,21e
2015-02-24_13:03:13,36.1799,-86.7763,36.1812,-86.7582,2ee
2015-02-22_02:00:48,36.1826,-86.6676,36.1925,-86.6661,d76
2015-02-03_08:00:43,36.1667,-86.6878,36.1776,-86.6937,2a4
2015-02-04_19:06:23,36.1706,-86.6869,36.1691,-86.6685,a76
2015-02-06_03:36:34,36.165,-86.7006,36.156,-86.7325,c98
2015-02-07_21:25:44,36.1679,-86.683,36.172,-86.6938,fcc
2015-02-07_04:05:13,36.1631,-86.6977,36.1706,-86.7068,e52
2015-02-08_04:54:56,36.1754,-86.698,36.1615,-86.7,ea4
2015-02-14_22:53:41,36.1549,-86.7304,36.1631,-86.7401,7e8
2015-02-27_04:53:20,36.1627,-86.7004,36.1747,-86.7367,28e
2015-02-27_15:10:04,36.1942,-86.7058,36.1683,-86.7525,df8
2015-02-06_01:23:46,36.1504,-86.761,36.1609,-86.7569,8f2
2015-02-22_06:59:18,36.1545,-86.7349,36.18,-86.6513,550
2015-02-14_07:07:57,36.1743,-86.6953,36.1705,-86.7066,e58
2015-02-14_00:00:21,36.1668,-86.6885,36.1551,-86.7132,846
2015-02-21_15:13:22,36.1514,-86.7256,36.1557,-86.7119,c58
2015-02-06_01:44:04,36.1572,-86.7581,36.1811,-86.7045,a34
2015-02-01_04:10:05,36.1871,-86.6662,36.18,-86.6744,126
2015-02-17_11:46:33,36.17,-86.7427,36.1723,-86.6914,4b8
2015-02-17_18:28:24,36.1668,-86.6888,36.171,-86.6755,a5e
2015-02-13_21:00:03,36.1596,-86.7679,36.1549,-86.7119,f40
2015-02-01_05:56:01,36.179,-86.7,36.1731,-86.6804,dae
2015-02-07_20:41:06,36.1762,-86.6773,36.1689,-86.7058,bce
2015-02-07_04:18:41,36.1673,-86.7464,36.1551,-86.7292,d66
2015-02-13_21:19:05,36.184,-86.6635,36.1671,-86.6833,958
2015-02-28_10:01:10,36.1675,-86.6839,36.1739,-86.6916,95e
2015-02-06_23:32:52,36.1647,-86.7366,36.1559,-86.7282,31a
2015-02-04_13:50:51,36.1709,-86.6766,36.1676,-86.6855,520
2015-02-14_01:08:26,36.1655,-86.7027,36.1717,-86.7423,cb0
2015-02-08_06:18:34,36.1751,-86.736,36.17,-86.688,c7a
2015-02-12_11:56:57,36.1777,-86.6867,36.1698,-86.743,e5a
2015-02-27_19:46:37,36.1671,-86.701,36.1655,-86.7174,10a
2015-02-12_03:40:32,36.165,-86.7401,36.1949,-86.7068,118
2015-02-07_02:41:47,36.1693,-86.7526,36.1548,-86.7151,a08
2015-02-26_06:35:37,36.1757,-86.6951,36.1603,-86.7019,a7a
2015-02-01_06:07:09,36.1541,-86.7257,36.152,-86.7304,832
2015-02-05_11:53:26,36.1659,-86.7412,36.1671,-86.7452,3b2
2015-02-24_03:59:39,36.1675,-86.6855,36.1775,-86.6855,256
2015-02-13_12:53:26,36.1733,-86.6947,36.17,-86.687,834
2015-02-18_16:39:17,36.1708,-86.7225,36.1698,-86.7,ea0
2015-02-19_22:29:30,36.1848,-86.683,36.1701,-86.6902,04a
2015-02-01_19:22:29,36.1851,-86.6643,36.1731,-86.6776,b8e
2015-02-20_15:42:35,36.1634,-86.731,36.1763,-86.7509,f46
2015-02-14_00:13:12,36.1745,-86.6973,36.1774,-86.6805,89e
2015-02-10_04:05:20,36.1925,-86.7076,36.173,-86.68,58c
2015-02-16_18:00:14,36.1595,-86.7679,36.1655,-86.7478,f40
2015-02-12_22:05:45,36.1674,-86.746,36.1677,-86.7064,fe0
2015-02-25_03:28:49,36.1689,-86.708,36.1639,-86.7002,3b8
2015-02-07_23:06:31,36.1647,-86.737,36.1567,-86.7285,dbc
2015-02-07_03:04:59,36.1803,-86.6741,36.1718,-86.6937,074
2015-02-08_05:46:05,36.1798,-86.6751,36.1878,-86.7105,6e8
2015-02-15_03:02:17,36.1736,-86.7381,36.1616,-86.737,476
2015-02-27_06:23:31,36.1676,-86.6856,36.1732,-86.6943,0a4
2015-02-20_15:37:42,36.1686,-86.6989,36.1746,-86.728,7fa
2015-02-11_00:32:15,36.188,-86.7127,36.1706,-86.6867,9ac
2015-02-02_14:05:38,36.1695,-86.7429,36.1682,-86.7543,816
2015-02-08_22:44:31,36.17,-86.6902,36.17,-86.6717,4ee
2015-02-27_14:33:14,36.1791,-86.7313,36.1557,-86.7202,364
2015-02-08_06:30:48,36.1559,-86.7325,36.1791,-86.7405,0e6
2015-02-28_00:12:32,36.1543,-86.7155,36.1938,-86.7061,9c0
2015-02-22_04:00:49,36.1632,-86.731,36.1641,-86.6975,322
2015-02-16_13:49:09,36.1835,-86.6752,36.1603,-86.7554,c48
2015-02-15_06:39:25,36.1553,-86.7352,36.1841,-86.7016,61c
2015-02-05_20:06:35,36.1829,-86.6709,36.1722,-86.6867,80a
2015-02-19_16:02:45,36.1849,-86.68,36.1846,-86.6552,924
2015-02-16_15:11:05,36.1745,-86.6742,36.1676,-86.6856,732
2015-02-28_05:25:11,36.1806,-86.6739,36.1882,-86.6799,3bc
2015-02-14_05:07:05,36.1923,-86.7081,36.1642,-86.7006,7bc
2015-02-27_07:32:18,36.1645,-86.6982,36.1767,-86.687,e20
2015-02-12_18:09:53,36.1578,-86.7248,36.2011,-86.7875,040
2015-02-14_16:16:21,36.1625,-86.7367,36.1567,-86.7202,c30
2015-02-28_13:19:59,36.1683,-86.7528,36.175,-86.7343,eda
2015-02-13_02:07:51,36.1502,-86.7106,36.156,-86.7318,d16
2015-02-22_20:26:38,36.1675,-86.7115,36.1693,-86.7429,a42
2015-02-08_01:55:39,36.1649,-86.7404,36.1655,-86.7487,dc0
2015-02-20_21:00:14,36.1814,-86.6782,36.1734,-86.677,712
2015-02-23_20:55:27,36.1639,-86.7002,36.1747,-86.6726,606
2015-02-25_14:17:44,36.1802,-86.669,36.1608,-86.7166,f06
2015-02-21_01:12:17,36.1775,-86.6881,36.1836,-86.6684,f68
2015-02-13_01:18:58,36.1706,-86.7068,36.1623,-86.7017,95c
2015-02-09_11:23:14,36.17,-86.7429,36.1674,-86.6849,d7e
2015-02-24_20:47:10,36.17,-86.6715,36.1673,-86.691,4ee
2015-02-20_03:03:10,36.1616,-86.737,36.1544,-86.7256,cb4
2015-02-22_00:39:02,36.1624,-86.7371,36.1542,-86.727,d42
2015-02-12_04:36:08,36.1676,-86.7458,36.1529,-86.7632,6a8
2015-02-11_02:23:13,36.1718,-86.7407,36.1692,-86.7528,c58
2015-02-22_05:42:19,36.1621,-86.7074,36.164,-86.7504,16c
